PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
REEDUCACAO E/OU REABILITACAO NOS PROCESSOS INFLAMATORIOS PELVICOS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,REABILITACAO,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
ACTINOTERAPIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
APLICACAO DE CARIOSTATICO (COM DIRETRIZ DE UTILIZACAO),,,Seg. Odontológica,,,,,,79.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
APLICACAO DE HIPOSSENSIBILIZANTE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
APLICACAO DE SELANTE (COM DIRETRIZ DE UTILIZACAO),,,Seg. Odontológica,,,,,,80.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
APLICACAO TOPICA DE FLUOR,,,Seg. Odontológica,,,,,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
APLICACAO TOPICA DE VERNIZ FLUORETADO,,,Seg. Odontológica,,,,,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
BETATERAPIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
CARDIOVERSAO QUIMICA DE ARRITMIA PAROXISTA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
CATETERISMO VESICAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
CERUMEN - REMOCAO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
CRIOTERAPIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
CURATIVOS EM GERAL COM OU SEM ANESTESIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
DILATACAO URETRAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
DESSENSIBILIZACAO DENTARIA,,,Seg. Odontológica,,,,,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
ESTIMULACAO ELETRICA TRANSCUTANEA (COM DIRETRIZ DE UTILIZACAO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,24.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
FOTOTERAPIA COM UVA (PUVA) PARA TRATAMENTO DE PSORIASE OU VITILIGO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,,,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
INSTILACAO VESICAL OU URETRAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
LESOES MUSCULO TENDINOSAS - TRATAMENTO INCRUENTO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
PLANEJAMENTO TECNICO DA IMUNOTERAPIA ALERGENO INESPECIFICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
PLANEJAMENTO TECNICO DA IMUNOTERAPIA ALERGENO-ESPECIFICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
PRIAPISMO - TRATAMENTO NAO CIRURGICO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
PULSOTERAPIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
OXIGENOTERAPIA HIPERBARICA (COM DIRETRIZ DE UTILIZACAO),,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,58.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
REDUCAO DE LUXACAO DA ATM (COM DIRETRIZ DE UTILIZACAO),,,Seg. Odontológica,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,96.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
REMINERALIZACAO DENTARIA,,,Seg. Odontológica,,,,,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
SESSAO DE ACUPUNTURA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,,,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA AVANCADA PARA O TRATAMENTO DA ATROFIA MUSCULAR ESPINHAL (COM DIRETRIZ DE UTILIZACAO),571/2023,10/02/2023,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,159.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA PARA DOENCA DE FABRY CLASSICA (COM DIRETRIZ DE UTILIZACAO),581/2023 599/2024,12/07/2023 05/03/2024,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,161.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 (CLN2) (COM DIRETRIZ DE UTILIZACAO),538/2022,22/10/2022,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,153.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
"TERAPIA IMUNOBIOLOGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTANEA (COM DIRETRIZ DE UTILIZACAO)",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,65.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA IMUNOPROFILATICA PARA O VIRUS SINCICIAL RESPIRATORIO (VSR) (COM DIRETRIZ DE UTILIZACAO),465/2021 624/2024,01/04/2021 03/02/2025,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,124.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INALATORIA (NEBULIZACAO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INTRAVENOSA COM ACIDO ZOLEDRONICO (COM DIRETRIZ DE UTILIZACAO),592/2023,18/12/2023,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,163.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA MEDICAMENTOSA INJETAVEL AMBULATORIAL (COM DIRETRIZ DE UTILIZACAO),546/2022,03/10/2022,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,158.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLOGICA - PLANEJAMENTO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLOGICA COM APLICACAO DE MEDICAMENTOS POR VIA INTRACAVITARIA OU INTRATECAL,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLOGICA COM APLICACAO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLOGICA MEDICAMENTOSA PEROPERATORIA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA POR PRESSAO NEGATIVA (COM DIRETRIZ DE UTILIZACAO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,148.0,TERAPEUTICA,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
APENDICE PRE-AURICULAR - RESSECCAO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
APLICACAO DE CONTRACEPTIVO HORMONAL INJETAVEL (COM DIRETRIZ DE UTILIZACAO),538/2022,22/10/2022,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,,,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,154.0,PROCEDIMENTOS,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
IMPLANTE SUBDERMICO HORMONAL PARA CONTRACEPCAO (COM DIRETRIZ DE UTILIZACAO),619/2024,02/01/2025,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,,,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,170.0,PROCEDIMENTOS,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
AUTONOMIZACAO DE RETALHO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE FACE,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
"BIOPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTANEO, LINFONODO SUPERFICIAL, UNHA, ETC",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
CANTOPLASTIA UNGUEAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
CAUTERIZACAO QUIMICA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIA DA HIDROSADENITE,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
CORRECAO CIRURGICA DE SEQUELAS DE ALOPECIA TRAUMATICA COM MICROENXERTOS PILOSOS,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
"CORRECAO DE DEFORMIDADES POR EXERESE DE TUMORES OU SEQUELAS DE TRAUMATISMOS COM O EMPREGO DE EXPANSORES EM RETALHOS CUTANEOS, MUSCULARES E/OU MIOCUTANEOS",,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
CRIOCIRURGIA (NITROGENIO LIQUIDO) DE NEOPLASIAS CUTANEAS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
CURATIVO DE QUEIMADURAS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
CURATIVO ESPECIAL SOB ANESTESIA,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
"CURETAGEM, ELETROCOAGULACAO E/OU DERMOABRASAO DE LESOES DE PELE E MUCOSAS",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZACAO),,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,18.0,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
DESBRIDAMENTO CIRURGICO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
"ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO",,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
ENXERTO DE PELE MULTIPLO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
ENXERTO OU HOMOENXERTO DE PELE,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESCALPO - TRATAMENTO CIRURGICO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESCAROTOMIA DESCOMPRESSIVA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE HIGROMA CISTICO,,,,,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE LESAO COM AUTO-ENXERTIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE LESAO DE PELE E MUCOSAS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR DE PARTES MOLES,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE UNHA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE E SUTURA DE LESOES COM OU SEM ROTACAO DE RETALHOS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS",PROCEDIMENTOS CIRURGICOS E INVASIVOS
